"Gene_Name","Gene_ID","Protein_ID","Family_A","Description_A","Entry_Type_A","Clan_A","Envelope_Start_A","Envelope_End_A","Alignment_Start_A","ALignment_End_A","HMM_From_A","HMM_To_A","BIT_Score_A","E_Value_A","Predicted_Active_Sites"
"RUNX1T1","862","NP_001185608.1","TAFH","NHR1 homology to TAF","Family","n/a","179","274","180","273","2","96","117.50","1.20E-34","n/a"
"RUNX1T1","862","NP_004340.1 ","TAFH","NHR1 homology to TAF","Family","n/a","93","188","94","187","2","96","117.80","9.50E-35","n/a"
"RUNX1T1","862","NP_783552.1","TAFH","NHR1 homology to TAF","Family","n/a","120","215","121","214","2","96","117.70","1.00E-34","n/a"
"RUNX1T1","862","NP_783553.1","TAFH","NHR1 homology to TAF","Family","n/a","120","215","121","214","2","96","117.70","1.00E-34","n/a"
"RUNX1T1","862","NP_783554.1","TAFH","NHR1 homology to TAF","Family","n/a","83","178","84","177","2","96","117.90","9.30E-35","n/a"
"RUNX1T1","862","NP_001185554.1","NHR2","NHR2 domain like","Domain","n/a","310","376","310","376","1","67","130.90","6.90E-39","n/a"
"RUNX1T1","862","NP_001185555.1","NHR2","NHR2 domain like","Domain","n/a","337","403","337","403","1","67","130.80","7.40E-39","n/a"
"RUNX1T1","862","NP_001185556.1","NHR2","NHR2 domain like","Domain","n/a","337","403","337","403","1","67","130.80","7.40E-39","n/a"
"RUNX1T1","862","NP_001185557.1","NHR2","NHR2 domain like","Domain","n/a","337","403","337","403","1","67","130.80","7.40E-39","n/a"
"RUNX1T1","862","NP_001185558.1","NHR2","NHR2 domain like","Domain","n/a","337","403","337","403","1","67","130.80","7.40E-39","n/a"
"RUNX1T1","862","NP_001185559.1","NHR2","NHR2 domain like","Domain","n/a","337","403","337","403","1","67","130.80","7.40E-39","n/a"
"RUNX1T1","862","NP_001185560.1","NHR2","NHR2 domain like","Domain","n/a","337","403","337","403","1","67","130.80","7.40E-39","n/a"
"RUNX1T1","862","NP_001185561.1 ","NHR2","NHR2 domain like","Domain","n/a","337","403","337","403","1","67","130.80","7.40E-39","n/a"
"RUNX1T1","862","NP_001185562.1","NHR2","NHR2 domain like","Domain","n/a","317","383","317","383","1","67","130.90","7.00E-39","n/a"
"RUNX1T1","862","NP_001185563.1","NHR2","NHR2 domain like","Domain","n/a","348","414","348","414","1","67","130.80","7.50E-39","n/a"
"RUNX1T1","862","NP_001185608.1","NHR2","NHR2 domain like","Domain","n/a","396","462","396","462","1","67","130.60","8.30E-39","n/a"
"RUNX1T1","862","NP_004340.1 ","NHR2","NHR2 domain like","Domain","n/a","310","376","310","376","1","67","130.90","6.90E-39","n/a"
"RUNX1T1","862","NP_783552.1","NHR2","NHR2 domain like","Domain","n/a","337","403","337","403","1","67","130.80","7.40E-39","n/a"
"RUNX1T1","862","NP_783553.1","NHR2","NHR2 domain like","Domain","n/a","337","403","337","403","1","67","130.80","7.40E-39","n/a"
"RUNX1T1","862","NP_783554.1","NHR2","NHR2 domain like","Domain","n/a","300","366","300","366","1","67","130.90","6.70E-39","n/a"
"RUVBL1","8607","NP_003698.1","TIP49","TIP49 C-terminus","Family","CL0023","14","416","14","415","1","397","649.00","1.70E-195","n/a"
"S100A2","6273","NP_005969.1","S_100","S-100/ICaBP type calcium binding domain","Domain","CL0220","5","48","5","47","1","43","67.80","2.80E-19","n/a"
"S100A4","6275","NP_002952.1","S_100","S-100/ICaBP type calcium binding domain","Domain","CL0220","5","48","5","48","1","44","73.80","3.90E-21","n/a"
"S100A4","6275","NP_062427.1","S_100","S-100/ICaBP type calcium binding domain","Domain","CL0220","5","48","5","48","1","44","73.80","3.90E-21","n/a"
"SAA1","6288","NP_000322.2","SAA","Serum amyloid A protein","Family","n/a","21","122","22","122","2","103","175.20","2.60E-52","n/a"
"SAA1","6288","NP_001171477.1","SAA","Serum amyloid A protein","Family","n/a","21","122","22","122","2","103","175.20","2.60E-52","n/a"
"SAA1","6288","NP_954630.1","SAA","Serum amyloid A protein","Family","n/a","21","122","22","122","2","103","175.20","2.60E-52","n/a"
"SAA2","6289","NP_110381.2","SAA"," Serum amyloid A protein"," Family","n/a","21","122","22","122","2","103","174.00","6.00E-52","n/a"
"SAA2","6289","NP_001120852.1","SAA","Serum amyloid A protein","Family","n/a","21","82","22","77","2","57","100.60","4.10E-29","n/a"
"SAT1","6303","NP_002961.1","Acetyltransf_1","Acetyltransferase (GNAT) family","Family","CL0257","65","146","67","145","3","82","55.90","2.50E-15","n/a"
"SCARA5","286133","NP_776194.2","Collagen","Collagen triple helix repeat (20 copies)","Repeat","n/a","304","358","305","357","3","55","33.90","1.40E-08","n/a"
"SCARA5","286133","NP_776194.2","Collagen","Collagen triple helix repeat (20 copies)","Repeat","n/a","327","386","327","379","1","53","34.50","8.40E-09","n/a"
"SCARA5","286133","NP_776194.2","SRCR","Scavenger receptor cysteine-rich domain","Domain","n/a","396","493","396","493","1","100","107.40","3.00E-31","n/a"
"SCGB2A2","4250","NP_002402.1","Uteroglobin","Uteroglobin family","Domain","CL0370","22","90","22","90","1","67","82.40","1.10E-23","n/a"
"SDC1","6382","NP_001006947.1","Syndecan","Syndecan domain","Family","n/a","3","308","4","308","2","328","262.80","5.80E-78","n/a"
"SDC1","6382","NP_002988.3","Syndecan","Syndecan domain","Family","n/a","3","308","4","308","2","328","262.80","5.80E-78","n/a"
"SELP","6403","NP_002996.2","Lectin_C","Lectin C-type domain","Domain","CL0056","49","160","50","159","2","107","104.60","2.70E-30","n/a"
"SELP","6403","NP_002996.2","Sushi","Sushi domain (SCR repeat)","Domain","n/a","200","257","215","257","16","56","35.40","7.90E-09","n/a"
"SELP","6403","NP_002996.2","Sushi","Sushi domain (SCR repeat)","Domain","n/a","262","319","262","319","1","56","37.70","1.50E-09","n/a"
"SELP","6403","NP_002996.2","Sushi","Sushi domain (SCR repeat)","Domain","n/a","324","381","342","381","17","56","35.00","1.10E-08","n/a"
"SELP","6403","NP_002996.2","Sushi","Sushi domain (SCR repeat)","Domain","n/a","386","443","386","443","1","56","33.00","4.50E-08","n/a"
"SELP","6403","NP_002996.2","Sushi","Sushi domain (SCR repeat)","Domain","n/a","448","505","448","505","1","56","30.60","2.50E-07","n/a"
"SELP","6403","NP_002996.2","Sushi","Sushi domain (SCR repeat)","Domain","n/a","510","567","510","567","1","56","30.00","4.00E-07","n/a"
"SELP","6403","NP_002996.2","Sushi","Sushi domain (SCR repeat)","Domain","n/a","572","629","578","629","7","56","37.80","1.50E-09","n/a"
"SELP","6403","NP_002996.2","Sushi","Sushi domain (SCR repeat)","Domain","n/a","642","699","642","699","1","56","31.10","1.80E-07","n/a"
"SELP","6403","NP_002996.2","Sushi","Sushi domain (SCR repeat)","Domain","n/a","704","761","719","761","16","56","28.80","9.00E-07","n/a"
"SERPINA3","12","NP_001076.2","Serpin","Serpin (serine protease inhibitor)","Domain","n/a","51","420","52","420","2","369","386.30","1.30E-115","n/a"
"SERPINB2","5055","NP_001137290.1","Serpin","Serpin (serine protease inhibitor)","Domain","n/a","6","415","7","415","2","369","439.10","1.20E-131","n/a"
"SERPINB2","5055","NP_002566.1","Serpin","Serpin (serine protease inhibitor)","Domain","n/a","6","415","7","415","2","369","439.10","1.20E-131","n/a"
"SESN3","143686","NP_653266.2 ","PA26","PA26 p53-induced protein (sestrin)","Family","CL0423","37","492","38","492","2","451","712.10","2.00E-214","n/a"
"SFN","2810","NP_006133.1","14-3-3","14-3-3 protein","Domain","n/a","3","238","4","237","2","235","357.10","2.30E-107","n/a"
"SFRS3","6428","NP_003008.1","RRM_1","RNA recognition motif. (a.k.a. RRM; RBD; or RNP domain)","Domain","CL0221","12","77","12","77","1","70","63.20","9.90E-18","n/a"
"SHBG","6462","NP_001031.2","Laminin_G_1","Laminin G domain","Domain","CL0004","75","205","75","204","1","130","107.80","3.10E-31","n/a"
"SHBG","6462","NP_001139751.1","Laminin_G_1","Laminin G domain","Domain","CL0004","75","205","75","198","1","122","93.20","9.70E-27","n/a"
"SHBG","6462","NP_001139752.1","Laminin_G_1","Laminin G domain","Domain","CL0004","75","205","75","204","1","130","108.80","1.50E-31","n/a"
"SHBG","6462","NP_001139753.1","Laminin_G_1","Laminin G domain","Domain","CL0004","75","205","75","204","1","130","108.80","1.50E-31","n/a"
"SHD","56961","NP_064594.3","SH2","SH2 domain","Domain","n/a","240","316","240","316","1","77","54.50","6.00E-15","n/a"
"SIN3B","23309","NP_056075.1","PAH","Paired amphipathic helix repeat","Repeat","n/a","59","105","59","105","1","47","52.50","2.10E-14","n/a"
"SIN3B","23309","NP_056075.1","PAH","Paired amphipathic helix repeat","Repeat","n/a","180","236","180","236","1","47","65.40","2.10E-18","n/a"
"SIN3B","23309","NP_056075.1","PAH","Paired amphipathic helix repeat","Repeat","n/a","321","367","322","366","2","46","38.50","5.00E-10","n/a"
"SIN3B","23309","NP_056075.1","HDAC_interact","Histone deacetylase (HDAC) interacting","Domain","n/a","393","448","393","444","1","53","34.00","1.50E-08","n/a"
"SIN3B","23309","NP_056075.1","HDAC_interact","Histone deacetylase (HDAC) interacting","Domain","n/a","449","525","453","524","29","100","95.20","1.30E-27","n/a"
"SKP2","6502","NP_005974.2","F-box-like","F-box-like","Domain","CL0271","97","143","97","142","1","47","56.00","1.90E-15","n/a"
"SKP2","6502","NP_116026.1","F-box-like","F-box-like","Domain","CL0271","97","143","97","142","1","47","56.10","1.80E-15","n/a"
"SLC18A2","6751","NP_001040.1","7tm_1","7 transmembrane receptor (rhodopsin family)","Family","CL0192","75","323","75","323","1","257","229.20","3.60E-68","n/a"
"SLC24A3","57419","NP_065740.2","Na_Ca_ex","Sodium/calcium exchanger protein","Family","n/a","123","255","124","254","2","138","110.90","2.80E-32","n/a"
"SLC24A3","57419","NP_065740.2","Na_Ca_ex","Sodium/calcium exchanger protein","Family","n/a","485","625","485","625","1","139","84.90","3.00E-24","n/a"
"SLC26A2","1836","NP_000103.2","STAS","STAS domain","Domain","n/a","569","715","569","715","1","117","104.90","1.30E-30","n/a"
"SLC26A2","1836","NP_000103.2","Sulfate_transp","Sulfate transporter family","Family","CL0062","236","514","236","514","1","280","278.10","4.70E-83","n/a"
"SLC29A2","3177","NP_001523.2","Nucleoside_tran","Nucleoside transporter","Family","CL0015","131","454","131","454","1","308","409.80","5.50E-123","n/a"
"SLC2A5","6518","NP_001129057.1","Sugar_tr","Sugar (and other) transporter","Family","CL0015","20","236","21","185","2","162","165.90","9.00E-49","n/a"
"SLC2A5","6518","NP_003030.1","Sugar_tr","Sugar (and other) transporter","Family","CL0015","20","475","21","475","2","451","450.30","4.80E-135","n/a"
"SLC38A1","81539","NP_001070952.1","Aa_trans","Transmembrane amino acid transporter protein","Family","CL0062","69","475","70","470","2","405","264.10","1.20E-78","n/a"
"SLC38A1","81539","NP_109599.3","Aa_trans","Transmembrane amino acid transporter protein","Family","CL0062","69","475","70","470","2","405","264.10","1.20E-78","n/a"
"SLC47A1","55244","NP_060712.2","MatE","MatE","Family","CL0222","44","204","44","204","1","162","93.90","6.20E-27","n/a"
"SLC47A1","55244","NP_060712.2","MatE","MatE","Family","CL0222","265","426","265","424","1","160","112.40","1.30E-32","n/a"
"SMYD2","56950","NP_064582.2","zf-MYND","MYND finger","Family","CL0175","52","90","52","90","1","40","44.80","6.60E-12","n/a"
"SMYD2","56950","NP_064582.2","SET","SET domain","Family","n/a","18","241","18","240","1","167","59.00","5.00E-16","n/a"
"SNAPC1","6617","NP_003073.1","SNAPc_SNAP43","Small nuclear RNA activating complex (SNAPc); subunit SNAP43","Family","n/a","6","191","6","191","1","194","238.80","3.00E-71","n/a"
"SORBS2","8470","NP_001139142.1","SH3_1","SH3 domain","Domain","CL0010","413","458","413","457","1","47","54.20","5.50E-15","n/a"
"SORBS2","8470","NP_001139142.1","SH3_1","SH3 domain","Domain","CL0010","488","535","488","535","1","48","46.30","1.60E-12","n/a"
"SORBS2","8470","NP_001139142.1","SH3_1","SH3 domain","Domain","CL0010","591","638","591","637","1","47","39.20","2.70E-10","n/a"
"SORBS2","8470","NP_001139143.1","SH3_1","SH3 domain","Domain","CL0010","500","545","500","544","1","47","53.90","6.50E-15","n/a"
"SORBS2","8470","NP_001139143.1","SH3_1","SH3 domain","Domain","CL0010","575","622","575","622","1","48","46.10","1.90E-12","n/a"
"SORBS2","8470","NP_001139143.1","SH3_1","SH3 domain","Domain","CL0010","678","725","678","724","1","47","39.00","3.10E-10","n/a"
"SORBS2","8470","NP_001139143.1","SH3_1","SH3 domain","Domain","CL0010","430","475","430","474","1","47","54.10","5.70E-15","n/a"
"SORBS2","8470","NP_001139143.1","SH3_1","SH3 domain","Domain","CL0010","505","552","505","552","1","48","46.20","1.60E-12","n/a"
"SORBS2","8470","NP_001139143.1","SH3_1","SH3 domain","Domain","CL0010","608","655","608","654","1","47","39.10","2.80E-10","n/a"
"SORBS2","8470","NP_001139144.1","SH3_1","SH3 domain","Domain","CL0010","593","638","593","637","1","47","53.70","7.50E-15","n/a"
"SORBS2","8470","NP_001139144.1","SH3_1","SH3 domain","Domain","CL0010","668","715","668","715","1","48","45.90","2.20E-12","n/a"
"SORBS2","8470","NP_001139144.1","SH3_1","SH3 domain","Domain","CL0010","771","818","771","817","1","47","38.70","3.60E-10","n/a"
"SORBS2","8470","NP_001139145.1","SH3_1","SH3 domain","Domain","CL0010","773","818","773","817","1","47","53.40","9.50E-15","n/a"
"SORBS2","8470","NP_001139145.1","SH3_1","SH3 domain","Domain","CL0010","848","895","848","895","1","48","45.50","2.70E-12","n/a"
"SORBS2","8470","NP_001139145.1","SH3_1","SH3 domain","Domain","CL0010","951","998","951","997","1","47","38.40","4.60E-10","n/a"
"SORBS2","8470","NP_001139146.1","SH3_1","SH3 domain","Domain","CL0010","261","306","261","305","1","47","54.60","3.90E-15","n/a"
"SORBS2","8470","NP_001139146.1","SH3_1","SH3 domain","Domain","CL0010","336","383","336","383","1","48","46.80","1.10E-12","n/a"
"SORBS2","8470","NP_001139146.1","SH3_1","SH3 domain","Domain","CL0010","439","486","439","485","1","47","39.70","1.90E-10","n/a"
"SORBS2","8470","NP_001139147.1","SH3_1","SH3 domain","Domain","CL0010","435","480","435","479","1","47","54.10","5.80E-15","n/a"
"SORBS2","8470","NP_001139147.1","SH3_1","SH3 domain","Domain","CL0010","510","557","510","557","1","48","46.20","1.70E-12","n/a"
"SORBS2","8470","NP_001139147.1","SH3_1","SH3 domain","Domain","CL0010","613","660","613","659","1","47","39.10","2.80E-10","n/a"
"SORBS2","8470","NP_003594.3","SH3_1","SH3 domain","Domain","CL0010","869","914","869","913","1","47","53.30","1.10E-14","n/a"
"SORBS2","8470","NP_003594.3","SH3_1","SH3 domain","Domain","CL0010","944","991","944","991","1","48","45.40","3.00E-12","n/a"
"SORBS2","8470","NP_003594.3","SH3_1","SH3 domain","Domain","CL0010","1047","1094","1047","1093","1","47","38.30","5.10E-10","n/a"
"SORBS2","8470","NP_066547.1","SH3_1","SH3 domain","Domain","CL0010","869","914","869","913","1","47","53.30","1.10E-14","n/a"
"SORBS2","8470","NP_066547.1","SH3_1","SH3 domain","Domain","CL0010","944","991","944","991","1","48","45.40","3.00E-12","n/a"
"SORBS2","8470","NP_066547.1","SH3_1","SH3 domain","Domain","CL0010","1047","1094","1047","1093","1","47","38.30","5.10E-10","n/a"
"SORBS2","8470","NP_001139142.1","Sorb","Sorbin homologous domain","Family","n/a","153","202","153","201","1","46","102.00","6.50E-30","n/a"
"SORBS2","8470","NP_001139143.1","Sorb","Sorbin homologous domain","Family","n/a","153","202","153","202","1","47","103.90","1.60E-30","n/a"
"SORBS2","8470","NP_001139143.1","Sorb","Sorbin homologous domain","Family","n/a","136","185","136","185","1","47","104.10","1.40E-30","n/a"
"SORBS2","8470","NP_001139144.1","Sorb","Sorbin homologous domain","Family","n/a","246","295","246","295","1","47","103.70","1.90E-30","n/a"
"SORBS2","8470","NP_001139145.1","Sorb","Sorbin homologous domain","Family","n/a","2","35","5","34","17","46","69.10","1.20E-19","n/a"
"SORBS2","8470","NP_001139146.1","Sorb","Sorbin homologous domain","Family","n/a","2","35","5","35","17","47","71.30","2.50E-20","n/a"
"SORBS2","8470","NP_001139147.1","Sorb","Sorbin homologous domain","Family","n/a","113","162","113","162","1","47","104.00","1.40E-30","n/a"
"SORBS2","8470","NP_003594.3","Sorb","Sorbin homologous domain","Family","n/a","67","116","67","116","1","47","103.20","2.70E-30","n/a"
"SORBS2","8470","NP_066547.1","Sorb","Sorbin homologous domain","Family","n/a","67","116","67","116","1","47","103.20","2.70E-30","n/a"
"SOX2","6657","NP_003097.1","HMG_box","HMG (high mobility group) box","Domain","CL0114","41","109","41","109","1","69","93.00","7.90E-27","n/a"
"SOX2","6657","NP_003097.1","SOXp","SOX transcription factor","Family","n/a","110","200","110","200","1","84","104.10","3.50E-30","n/a"
"SPDEF","25803","NP_036523.1","Ets","Ets-domain","Domain","CL0123","248","334","249","333","2","84","114.50","1.50E-33","n/a"
"SPDEF","25803","NP_036523.1","SAM_PNT","Sterile alpha motif (SAM)/Pointed domain","Domain","CL0003","131","213","132","212","2","82","88.90","1.10E-25","n/a"
"SPHK1","8877","NP_001136073.1","DAGK_cat","Diacylglycerol kinase catalytic domain","Family","CL0240","16","153","16","133","1","111","91.70","1.90E-26","n/a"
"SPHK1","8877","NP_001136074.1","DAGK_cat","Diacylglycerol kinase catalytic domain","Family","CL0240","16","153","16","133","1","111","91.70","1.90E-26","n/a"
"SPHK1","8877","NP_068807.2","DAGK_cat","Diacylglycerol kinase catalytic domain","Family","CL0240","30","167","30","147","1","111","91.60","2.00E-26","n/a"
"SPHK1","8877","NP_892010.2","DAGK_cat","Diacylglycerol kinase catalytic domain","Family","CL0240","102","239","102","219","1","111","91.10","2.80E-26","n/a"
"SPP1","6696","NP_000573.1","Osteopontin","Osteopontin","Family","n/a","20","300","20","300","1","293","462.50","4.00E-139","n/a"
"SPP1","6696","NP_001035147.1","Osteopontin","Osteopontin","Family","n/a","20","314","20","314","1","293","514.10","7.60E-155","n/a"
"SPP1","6696","NP_001035149.1","Osteopontin","Osteopontin","Family","n/a","20","287","30","287","38","293","432.60","5.10E-130","n/a"
"SPRY2","10253","NP_005833.1","Sprouty","Sprouty protein (Spry)","Family","n/a","183","294","183","294","1","108","127.50","1.60E-37","n/a"
"SPTLC1","10558","NP_006406.1","-","","","-","0","0","0","0","0","0","0.00","-","-"
"SPTLC1","10558","NP_847894.1","-","","","-","0","0","0","0","0","0","0.00","-","-"
"SRC","6714","NP_005408.1"," Protein tyrosine kinase","Domain","CL0016","270","519","271","518","2","258","310","0.00","389",""
"SRC","6714","NP_938033.1","Pkinase_Tyr","Protein tyrosine kinase","Domain","CL0016","270","519","271","518","2","258","310.00","7.90E-93","389"
"SRC","6714","NP_005408.1","SH2","SH2 domain","Domain","n/a","151","233","151","233","1","77","96.50","4.60E-28","n/a"
"SRC","6714","NP_938033.1","SH2","SH2 domain","Domain","n/a","151","233","151","233","1","77","96.50","4.60E-28","n/a"
"SRC","6714","NP_005408.1","SH3_1","SH3 domain","Domain","CL0010","90","137","90","137","1","48","63.20","8.40E-18","n/a"
